"","1","4","5","7","14","15","16","20","22","23","24","26","29","31","33","37","38","39","47","48","52","54","56","61","68","82","85","88","89","93","94","95","96","98","99"
"1999Q3",0.022,0.025,0.02,0.016,0.023,0.0202887718253968,0.02,0.019,0.0203281984126984,0.019,0.021,0.02,0.02,0.022,0.02,0.025,0.02,0.024,0.02,0.0215812301587302,0.025,0.0214833452380952,0.019,0.02,0.02,0.0179143650793651,0.021,0.02,0.021,0.0209508416494155,0.018,0.019,0.0212299761904762,0.0211608650793651,0.0225755055555556
"1999Q4",0.023,0.031,0.02,0.019,0.025,0.022244875,0.027,0.018,0.0202568492063492,0.024,0.026,0.024,0.025,0.022,0.017,0.025,0.018,0.024,0.02,0.025,0.0230049404761905,0.025,0.022,0.024,0.0254622384126984,0.0220203492063492,0.019,0.024,0.019,0.0223627023809524,0.024,0.021,0.0222546111111111,0.0275363134920635,0.0276785087301587
"2000Q1",0.023,0.0281223849206349,0.033,0.023,0.027,0.0241340952380952,0.027,0.022,0.0228399563492064,0.025,0.0275747936526324,0.021,0.023,0.026,0.023,0.022,0.022,0.027,0.0238624325396825,0.026,0.025,0.03,0.023,0.0254229166666667,0.0334996536507937,0.0252168253968254,0.023,0.024,0.0258262045359708,0.0263823015873016,0.024,0.024,0.0288677896825397,0.0321800753968254,0.0346444007936508
"2000Q2",0.028,0.032,0.028,0.03,0.028,0.0267948888888889,0.034,0.0350843968253968,0.0314196111111111,0.031,0.033,0.032,0.0313418499278499,0.029,0.027,0.028,0.024,0.029,0.029,0.0347379484126984,0.029,0.027,0.0350227103174603,0.028,0.0430485575396825,0.0274829444444444,0.025,0.028,0.025,0.0359188611111111,0.029,0.028,0.0392886388888889,0.0394973412698413,0.0437867111111111
"2000Q3",0.03,0.034,0.029,0.031,0.03,0.028,0.029,0.0405998650793651,0.0363880833333333,0.032,0.034,0.031,0.031,0.028881753968254,0.027,0.032,0.03,0.031,0.03,0.037,0.0261234563492064,0.035,0.0400471626984127,0.03,0.0457969254761905,0.0272089444444444,0.022,0.0383365042304737,0.029,0.0438461626984127,0.031,0.033,0.0427182420634921,0.0434538531746032,0.048947396031746
"2000Q4",0.032,0.035,0.025,0.039,0.03,0.028,0.03,0.033,0.037,0.032,0.036,0.037,0.0352996832611833,0.03,0.03,0.031,0.032,0.036,0.0323459682539683,0.036,0.0260012341269841,0.0306856666666667,0.029,0.03,0.0463886826190476,0.0272240555555555,0.036,0.0389514781227841,0.028,0.046492753968254,0.03,0.034,0.033,0.0434259126984127,0.0475160476190476
"2001Q1",0.037,0.039,0.031,0.035,0.033,0.03,0.0404829126984127,0.036,0.033,0.0467058888888889,0.0488290859252343,0.037,0.03,0.034,0.03,0.034,0.0417373125176387,0.034,0.0327866111111111,0.035,0.0261234563492064,0.038,0.034,0.0336024523809524,0.0467575721428572,0.0272240555555555,0.03,0.0387166136065665,0.037,0.035,0.034,0.033,0.031,0.0440598333333334,0.0511207103174603
"2001Q2",0.03,0.035,0.027,0.032,0.027,0.03,0.029,0.031,0.029,0.03,0.036,0.033,0.029,0.029,0.028,0.032,0.029,0.033,0.0308889404761905,0.029,0.03,0.035,0.03,0.025,0.0416818178571429,0.0272240555555555,0.025,0.0365756572573601,0.032,0.028,0.034,0.033,0.029,0.041423253968254,0.0442645460317461
"2001Q3",0.026,0.027,0.027,0.024,0.025,0.027,0.029,0.025,0.023,0.026,0.031,0.027,0.029,0.028,0.026,0.031,0.027,0.026,0.0275883095238095,0.026,0.0258340912698413,0.027,0.028,0.025,0.028,0.024,0.021,0.0324098452670504,0.03,0.028,0.026,0.027,0.023,0.0344478888888889,0.0374204238095238
"2001Q4",0.025,0.023,0.021,0.022,0.018,0.025,0.0237661984126984,0.0221544603174603,0.018,0.025,0.024,0.024,0.025,0.022,0.026,0.028,0.02,0.023,0.0210250992063492,0.021,0.018,0.027,0.025,0.028,0.0274781228571429,0.0220034444444444,0.022,0.0266093179559793,0.026,0.022,0.011,0.0220881809219423,0.02,0.0269858849206349,0.0283131547619048
"2002Q1",0.012,0.0201200119047619,0.014,0.015,0.01,0.022,0.0187589801587302,0.0203254920634921,0.012,0.018,0.015,0.014,0.025,0.019,0.023,0.018,0.0170178466248619,0.02,0.018,0.0195449206349206,0.017277003968254,0.023,0.023,0.02,0.02,0.0163038055555556,0.023,0.0197733522882464,0.025,0.015,0.02,0.023,0.017,0.020083753968254,0.0220009388888889
"2002Q2",0.012,0.013,0.008,0.0125358850351789,0.0100551706349206,0.0175,0.0116099563492063,0.0113538611111111,0.009,0.00832146825396826,0.004,0.01,0.013,0.011,0.019,0.01,0.00990829103953968,0.009,0.006,0.015,0.0105272817460317,0.015,0.0129212178375852,0.008,0.012,0.00884997222222222,0.02,0.0114598970557698,0.014,0.005,0.01,0.01,0.012,0.0105506587301587,0.0121253615079365
"2002Q3",0.012,0.014,0.0171101706349206,0.015,0.018,0.021,0.014,0.022,0.006,0.013200496031746,0.0135355071061967,0.009,0.011,0.011,0.022,0.013,0.0128007016910714,0.015,0.01,0.021,0.01,0.012,0.019,0.013,0.0178548115079365,0.0121461071428571,0.016,0.01520337277905,0.017,0.02,0.024,0.015,0.013,0.0147506468253968,0.0168421047619048
"2002Q4",0.025,0.027,0.018,0.032,0.03,0.022,0.023,0.0230472976190476,0.013,0.0236855198412698,0.022,0.03,0.026,0.023,0.023,0.02,0.021100766124393,0.03,0.019,0.02,0.022,0.022,0.026,0.0235849404761905,0.024,0.0224459404761905,0.022,0.0253198193741038,0.022,0.025,0.025,0.019,0.013,0.0264824563492064,0.0277780174603175
"2003Q1",0.0260174404761905,0.032,0.022,0.0279702438022111,0.03,0.025,0.0257435992063492,0.0250746587301587,0.015,0.0240944920634921,0.023,0.027,0.027,0.027,0.011,0.028,0.0237636713003664,0.026,0.02,0.024,0.029,0.022,0.032,0.027,0.0321664242857143,0.0235935952380952,0.02,0.0288238807614132,0.025,0.02,0.029,0.02,0.030079873015873,0.0308813690476191,0.0339993595238095
"2003Q2",0.014,0.014,0.024,0.019,0.018,0.02,0.011,0.018,0.014,0.0153034682539683,0.015,0.0015,0.013,0.015,0.019,0.014,0.0143671315079365,0.0160409110517374,0.013,0.016,0.016,0.007,0.02,0.013,0.025,0.0137073174603175,0.016,0.0170465022732829,0.019,0.02,0.02,0.02,0.015,0.0162824761904762,0.0173120214285714
"2003Q3",0.014,0.016,0.018,0.016,0.015,0.0225,0.012,0.015,0.011,0.012,0.016,0.006,0.0139460222222222,0.014,0.018,0.018,0.013511938968254,0.011,0.013,0.0159953650793651,0.013,0.014,0.015,0.015,0.016,0.0118464087301587,0.012,0.0158177261630241,0.017,0.018,0.017,0.015,0.012,0.0147001071428571,0.0155655079365079
"2003Q4",0.0131852619047619,0.009,0.015,0.014,0.012,0.0152389742063492,0.014,0.008,0.008,0.012,0.017,0.0075,0.011,0.008,0.017,0.016,0.011173085641127,0.0119096556222972,0.009,0.01,0.011,0.015,0.012,0.0112108333333333,0.018,0.012,0.011,0.0121924631089556,0.014,0.01,0.0198,0.012,0.017,0.0121124523809524,0.0138649412698413
"2004Q1",0.0133615992063492,0.01085075,0.0119066071428571,0.0130440809306427,0.007,0.015,0.006,0.022,0.0112939761904762,0.022,0.016,0.008,0.01,0.0107240277777778,0.01,0.01,0.0104752862279127,0.009,0.008,0.0130773412698413,0.006,0.02,0.012,0.0127491071428571,0.01319148502886,0.006,0.008,0.0123911943965956,0.021,0.01,0.015,0.013,0.01,0.00994081349206349,0.0130611015873016
"2004Q2",0.015,0.015,0.018,0.01,0.012,0.0175,0.015,0.013,0.017,0.017,0.018,0.015,0.015,0.016,0.015,0.015,0.013,0.011,0.013,0.014,0.014,0.015,0.013,0.014,0.02,0.013,0.015,0.023,0.018,0.015,0.02,0.019,0.015,0.0153513611111111,0.0171204880952381
"2004Q3",0.015,0.021,0.019514755952381,0.022,0.018,0.0225,0.018,0.02,0.016,0.02,0.018,0.019,0.018,0.02,0.0190959884559885,0.0192461031746032,0.02,0.017,0.016,0.0183090515873016,0.0173891587301587,0.02,0.016,0.021,0.022,0.018,0.019,0.024,0.017,0.017,0.023,0.021,0.02,0.0191632658730159,0.0204469126984127
"2004Q4",0.018,0.021,0.025,0.02,0.018,0.025,0.018,0.013,0.017,0.021,0.018,0.02,0.019,0.015,0.018,0.02,0.015,0.018,0.015,0.017,0.014,0.019,0.017,0.026,0.024,0.016,0.022,0.025,0.021,0.02,0.018,0.019,0.019,0.0195449047619048,0.021373019047619
